kategorie,zarizeni,nazev_poskytovatele,adresa_poskytovatele,ico,nazev_zarizeni_poskytovatele,vedouci_zarizeni,adresa_zarizeni_poskytovatele,datum_sluzba_od,forma_poskytovani_soc_sluz,cilova_skupina_klientu,vekova_kategorie,pocet_luzek,provozni_doba,kontakty
denní stacionáře,Denní stacionáře (5374830),Charita Opava,"Přemyslovců 13/26, Opava -Jaktař, 747 07 Opava 7",43964591,Mraveneček,Jana Konopková,"Neumannova 640/3, Opava -Jaktař, 747 07 Opava 7",27.10.2001,ambulantní,"osoby s kombinovaným postižením
osoby s mentálním postižením",dorost (16 - 18 let) mladí dospělí (19 - 26 let) dospělí (27 - 35 let),počet klientů - 8,"pondělí:
7:00 - 15:00
úterý:
7:00 - 15:00
středa:
7:00 - 15:00
čtvrtek:
7:00 - 15:00
pátek:
7:00 - 15:00
sobota:
neděle:","['553 616 648', 'mravenecek@charitaopava.cz', 'www.charitaopava.cz']"
denní stacionáře,Denní stacionáře (8521161),Charita Opava,"Přemyslovců 13/26, Opava -Jaktař, 747 07 Opava 7",43964591,Denní stacionář pro seniory,Jana Řehulková,"Kylešovská 777/4, Opava -Předměstí, 746 01 Opava 1",1.3.1995,ambulantní,senioři,od 60 let,počet klientů - 20,"pondělí:
7:00 - 15:00
úterý:
7:00 - 15:00
středa:
7:00 - 15:00
čtvrtek:
7:00 - 15:00
pátek:
7:00 - 15:00
sobota:
neděle:","['553 710 915', 'anezka@charitaopava.cz', 'www.charitaopava.cz']"
denní stacionáře,Denní stacionáře (8320216),Charita Uherský Brod,"Mariánské nám. 13, Uherský Brod, 688 01 Uherský Brod 1",48489336,Denní stacionář Domovinka,Marie Vintrová,"Pod Valy 664, Uherský Brod, 688 01 Uherský Brod 1",1.7.1999,ambulantní,"osoby s chronickým duševním onemocněním
osoby s Alzheimerovou chorobou nebo jinými typy demencí","dospělí (45-64 let), mladší senioři (65-80 let), starší senioři (nad 80 let)","počet klientů - 10
Kapacita služby je 10 uživatelů / den.","pondělí:
7:00 - 15:30
úterý:
7:00 - 15:30
středa:
7:00 - 15:30
čtvrtek:
7:00 - 15:30
pátek:
7:00 - 15:30
sobota:
neděle:","['572 631 388', 'marie.vintrova@uhbrod.charita.cz', 'http://uhbrod.charita.cz']"
denní stacionáře,Denní stacionáře (9612699),Charita Valašské Klobouky,"Školní 944, 766 01 Valašské Klobouky",73633607,Denní stacionář,Mgr. Terezie Valčíková,"Podzámčí 862, Brumov, 763 31 Brumov-Bylnice",1.8.2013,ambulantní,"osoby s chronickým onemocněním
osoby se zdravotním postižením
senioři","mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)","počet klientů - 10
Okamžitá kapacita.","pondělí:
7:00 - 15:30
úterý:
7:00 - 15:30
středa:
7:00 - 15:30
čtvrtek:
7:00 - 15:30
pátek:
7:00 - 15:30
sobota:
neděle:","['605063239', '577320669', 'stacionar.bb@valklobouky.charita.cz', 'info@valklobouky.charita.cz', 'www.valklobouky.charita.cz']"
denní stacionáře,Denní stacionáře (1669176),Charita Valašské Meziříčí,"Kpt. Zavadila 1345, Valašské Meziříčí, 757 01 Valašské Meziříčí 1",47997885,Denní stacionář Radost,"Bc. Zlatuše Lušovská, DiS.","Pivovarská 2190, Rožnov pod Radhoštěm, 756 61 Rožnov pod Radhoštěm 1",1.1.2016,ambulantní,"osoby s chronickým duševním onemocněním
(s Alzheimerovou chorobou a dalšími typy demence)
osoby s chronickým onemocněním
senioři",dospělí (50 - 64 let) mladší senioři (65 - 80 let) starší senioři (nad 80 let),"počet klientů - 12
Okamžitá kapacita.","pondělí:
7:30 - 13:00
úterý:
7:30 - 17:00
středa:
7:30 - 17:00
čtvrtek:
7:30 - 17:00
pátek:
7:30 - 16:00
sobota:
neděle:","['571 654 954', '603 549 642', 'zlatuse.lusovska@valmez.charita.cz', 'http://valmez.charita.cz']"
denní stacionáře,Denní stacionáře (9233766),Charita Veselí nad Moravou,"tř. Masarykova 136, 698 01 Veselí nad Moravou",44163967,Charita Veselí nad Moravou - Stacionář Toník,Jana Žádníková,"Kollárova 1235, 698 01 Veselí nad Moravou",1.1.2007,ambulantní,"osoby s jiným zdravotním postižením
osoby s kombinovaným postižením
Služeb Stacionáře Toník využívají uživatelé od 6 let do 45 let z Veselí nad Moravou a přilehlých obcí. Jedná se o uživatele s převážně kombinovaným postižením (těžký stupeň mentálního postižení, somatický handicap kombinovaný se středním až těžkým mentálním postižením.
osoby s mentálním postižením
osoby s tělesným postižením
osoby se zdravotním postižením",Věkové omezení u dospělých uživatelů je ve Stacionáři 45 let,"počet klientů - 7
Aktuální kapacita zařízení je 7 uživatelů na tři pracovnice přímé obslužné péče, přičemž jednotlliví uživatelé nenavštěvují Stacionář Toník denně, střídají se podle své vlastní potřeby a podle domluvené docházky. Vždy je však dodržena kapacita služby.","pondělí:
8:00 - 14:00
úterý:
8:00 - 14:00
středa:
8:00 - 14:00
čtvrtek:
8:00 - 14:00
pátek:
8:00 - 14:00
sobota:
neděle:","['518322390', 'stacionar.tonik@veselinm.charita.cz', 'http://www.veselinm.charita.cz']"
denní stacionáře,Denní stacionáře (1424535),Charita Vsetín,"Horní náměstí 135, Vsetín, 755 01 Vsetín 1",44740778,Stacionář Magnolia,Bc. Jarmila Hyžáková,"Horní náměstí 135, Vsetín, 755 01 Vsetín 1",12.2.1998,ambulantní,senioři,"mladší senioři (65 – 80 let)
starší senioři (nad 80 let)","počet klientů - 3
Maximálně 3 klienti/daný okamžik. Maximální denní kapacita: 10 klientů.","pondělí:
7:00 - 15:30
úterý:
7:00 - 15:30
středa:
7:00 - 15:30
čtvrtek:
7:00 - 15:30
pátek:
7:00 - 15:30
sobota:
neděle:","['571448026', 'stacionar@vsetin.charita.cz', 'http://www.vsetin.caritas.cz']"
denní stacionáře,Denní stacionáře (9257937),Charita Zábřeh,"Žižkova 7/15, 789 01 Zábřeh",42766796,Charita Zábřeh - Denní stacionář Domovinka,Mgr. Daniela Zajícová,"Leštinská 907/16, 789 01 Zábřeh",1.1.2007,ambulantní,"osoby s chronickým duševním onemocněním
Pouze osoby s onemocněním demence od 50 let (jedná se o stařeckou demenci, demence u Parkinsonovy nemoci, Alzheimerova choroba, vaskulární demence, demence při roztroušené skleróze, Pickova choroba, demence způsobená užíváním alkoholu v případě, že osoba již abstinuje).
senioři","- dospělí (50 - 64 let), mladší senioři (65 - 80 let), starší senioři (ned 80 let)","počet klientů - 10
Okamžitá kapacita služby je 10 uživatelů.","pondělí:
7:00 - 16:00
úterý:
7:00 - 16:00
středa:
7:00 - 16:00
čtvrtek:
7:00 - 16:00
pátek:
7:00 - 16:00
sobota:
neděle:","['583 414 622', '583 412 587', 'domovinka@charitazabreh.cz', 'www.charitazabreh.cz']"
denní stacionáře,Denní stacionáře (9508464),Charita Zábřeh,"Žižkova 7/15, 789 01 Zábřeh",42766796,Charita Zábřeh - Denní stacionář Okýnko,"Jana Koberová, DiS.","Zámecká 19/11, 789 85 Mohelnice",1.1.2007,ambulantní,"osoby s mentálním postižením
Cílovou skupinou jsou osoby s mentálním postižením včetně osob s přidruženým tělesným hendikepem, které mají sníženou soběstačnost a potřebují podporu a pomoc druhé osoby v péči o sebe, při rozvoji a udržení vlastních schopností a dovedností, při setkávání s kamarády a společností.","- mladí dospělí (18 - 26 let), dospělí (27 - 64 let)","počet klientů - 15
Denní kapacita je 15 klientů, okamžitá kapacita skupinových aktivit je 13 klientů, okamžitá kapacita individuálních aktivit jsou 2 klienti. Maximální okamžitá kapacita klientů na invalidním vozíku je 5 klientů.","pondělí:
7:00 - 14:30
úterý:
7:00 - 14:30
středa:
7:00 - 14:30
čtvrtek:
7:00 - 14:30
pátek:
7:00 - 14:30
sobota:
neděle:","['588 509 974', '583 412 587', 'okynko@charitazabreh.cz', 'www.charitazabreh.cz']"
denní stacionáře,Denní stacionáře (2110189),INTEGRAČNÍ CENTRUM SASOV z.ú.,"Telečská 1720/7, Jihlava, 586 01 Jihlava 1",26652935,INTEGRAČNÍ CENTRUM SASOV z.ú. - denní stacionář,Bc. Lenka Breindlová,"Sasov 15, 586 01 Jihlava 1",1.1.2009,ambulantní,"osoby s jiným zdravotním postižením
osoby s poruchou autistického spektra
osoby s kombinovaným postižením
osoby, u kterých je vhodné uplatnit metodiku pro PAS a přitom mohou trpět dalším postižením, které nevyžaduje odbornou zdravotnickou péči.",děti předškolního věku (od 3 - 6 let) mladší děti (7 –10 let) starší děti (11 – 15 let) dorost (16 – 18 let) mladí dospělí (19 – 26 let) dospělí (27 – 40 let),"počet klientů - 3
okamžitá kapacita","pondělí:
7:30 - 16:30
úterý:
7:30 - 16:30
středa:
7:30 - 16:30
čtvrtek:
7:30 - 16:30
pátek:
7:30 - 16:30
sobota:
neděle:","['728 373 968', 'stacionar@icsasov.cz', 'www.icsasov.cz']"
denní stacionáře,Denní stacionáře (3122440),Integrační centrum ZAHRADA v Praze 3,"U zásobní zahrady 2445/8, Praha 3-Žižkov, 130 00 Praha 3",63831473,Integrační centrum Zahrada v Praze 3,PhDr. Jiří Drahota,"U zásobní zahrady 2445/8, Praha 3-Žižkov, 130 00 Praha 3",1.7.1991,ambulantní,"osoby s kombinovaným postižením
osoby s mentálním postižením",od 3 do 19 let,"počet klientů - 36
Uvedený počet je maximální denní kapacita služby.","pondělí:
7:00 - 16:30
úterý:
7:00 - 16:30
středa:
7:00 - 16:30
čtvrtek:
7:00 - 16:30
pátek:
7:00 - 16:30
sobota:
neděle:","['222 584 841', '222 584 052', 'info@iczahrada.cz', 'http://www.iczahrada.cz']"
denní stacionáře,Denní stacionáře (6075370),"Integrované centrum sociálních služeb Jihlava, příspěvková organizace","Žižkova 2075/106, Jihlava, 586 01 Jihlava 1",400840,"Integrované centrum sociálních služeb Jihlava, příspěvková organizace - denní stacionář",Ing. Mgr. Alena Řehořová,"Žižkova 2075/106, Jihlava, 586 01 Jihlava 1",9.11.2018,ambulantní,"osoby s chronickým duševním onemocněním
služba je určena pro osoby s demencí, převážně Alzheimerova typu.
senioři",- dospělí (od 55 - 64 let) - mladší senioři (65 - 80 let) - starší senioři (nad 80 let),"počet klientů - 20
okamžitá kapacita","pondělí:
6:30 - 18:00
úterý:
6:30 - 18:00
středa:
6:30 - 18:00
čtvrtek:
6:30 - 18:00
pátek:
6:30 - 18:00
sobota:
neděle:","['567 301 629', 'reditel@icss.cz', 'http://icss.cz']"
denní stacionáře,Denní stacionáře (1064458),"Jasněnka, z.s.","Jiráskova 772, Uničov, 783 91 Uničov 1",63729521,Stacionář Jasněnka,Mgr. Josef Červinka,"Jiráskova 772, Uničov, 783 91 Uničov 1",1.1.2007,ambulantní,osoby s mentálním postižením,"děti předškolního věku (3 - 6 let), mladší děti (7 - 10 let), starší děti (11 - 15 let), dorost (16 - 18 let), mladí dospělí (19 - 26 let), dospělí (27 - 64 let)","počet klientů - 35
Jedná se o denní kapacitu","pondělí:
6:30 - 16:30
úterý:
6:30 - 16:30
středa:
6:30 - 16:30
čtvrtek:
6:30 - 16:30
pátek:
6:30 - 16:30
sobota:
neděle:","['585 051 076', 'jasnenka-os@volny.cz', 'http://www.jasnenka.cz']"
denní stacionáře,Denní stacionáře (7519167),Jedličkův ústav a Mateřská škola a Základní škola a Střední škola,"V pevnosti 13/4, Praha 2-Vyšehrad, 128 00 Praha 28",70873160,Domov TAP JÚŠ - denní stacionář,Mgr. Petr Hrubý,"Na Pankráci 479/13, Praha 4-Nusle, 140 00 Praha 4",1.1.2001,ambulantní,"osoby s kombinovaným postižením
osoby s tělesným postižením
osoby se zdravotním postižením","děti předškolního věku (1 - 6 let)
mladší děti (7 –10 let)
starší děti (11 – 15 let)
dorost (16 – 18 let)
mladí dospělí (19 – 26 let)",počet klientů - 110,"pondělí:
8:00 - 18:00
úterý:
8:00 - 18:00
středa:
8:00 - 18:00
čtvrtek:
8:00 - 18:00
pátek:
8:00 - 18:00
sobota:
neděle:","['261 225 261', '261 225 261', 'jus@jus.cz', 'www.jus.cz']"
denní stacionáře,Denní stacionáře (1612017),"Jistoty Domova, z. ú.","tř. Václava Klementa 35/5, Mladá Boleslav II, 293 01 Mladá Boleslav 1",3058166,Denní stacionář Věruška,Iveta Koudelová,"tř. Václava Klementa 175/16, Mladá Boleslav II, 293 01 Mladá Boleslav 1",1.7.2014,ambulantní,"osoby se zdravotním postižením
senioři",- od 18 let výše,"počet klientů - 5
okamžitá kapacita - 5 uživatelů Služba není určena osobám závislým na alkoholu, tvrdých drogách a nezaléčenými projevy poruch chování (agrese, schizofrenie)","pondělí:
7:30 - 16:00
úterý:
7:30 - 16:00
středa:
7:30 - 16:00
čtvrtek:
7:30 - 16:00
pátek:
7:30 - 16:00
sobota:
neděle:","['728 985 457', 'jistotydomova@seznam.cz', 'www.jistotydomova.cz']"
denní stacionáře,Denní stacionáře (7771226),"JITRO Olomouc, o.p.s.","Mozartova 1176/43a, Nová Ulice, 779 00 Olomouc 9",29393647,"JITRO Olomouc, o.p.s.",Ing. Anna Taclová,"Mozartova 1176/43a, Nová Ulice, 779 00 Olomouc 9",1.1.2013,ambulantní,"osoby s kombinovaným postižením
- kombinace dvou a více různých vad (včetně poruchy autistického spektra), z nichž zásadní je postižení mentální; Sociální službu neposkytujeme: 1) klientům se zrakovým nebo sluchovým postižením (případně v jejich kombinaci), kterým je nutné zajistit péči vyžadující: odborné znalosti a dovednosti pracovníků v oblasti komunikace nebo v jiné oblasti; specifické či individuálně přizpůsobené prostředí; 2) klientům, kteří potřebují nepřetržitou podporu (tj. jeden pracovník pro jednoho klienta).
osoby s mentálním postižením
osoby s tělesným postižením
- pouze do konce března 2019","mladší děti (7 –10 let)
starší děti (11 – 15 let)
dorost (16 – 18 let)
mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)","počet klientů - 50
- maximální okamžitá i denní kapacita počtu uživatelů služby: 50; od dubna 2019: 55 klientů - denní kapacita - z toho maximálně 20 dětí a mladých dospělých (od 7 let do ukončení školní docházky); od dubna 2019 provozní doba: - pro dospělé klienty (osoby s ukončenou povinnou školní docházkou): Po - Pá: 6:00 - 16:00; - pro děti a mladé dospělé (od 7 let do ukončení školní docházky): Po - Pá: 6:00 - 8:00 a 12:00 - 16:00; doba prázdnin může být řešena individuálně.","pondělí:
6:00 - 16:00
úterý:
6:00 - 16:00
středa:
6:00 - 16:00
čtvrtek:
6:00 - 16:00
pátek:
6:00 - 16:00
sobota:
neděle:","['733 182 057', '585 427 041', 'jitro-olomouc@seznam.cz', 'www.jitro-olomouc.cz']"
denní stacionáře,Denní stacionáře (1372355),Kamarád - LORM,"Zeyerova 859, Žatec, 438 01 Žatec 1",830437,Denní stacionář,Mgr. Helena Stadlerová,"Zeyerova 927, Žatec, 438 01 Žatec 1",30.4.2015,ambulantní,"osoby s kombinovaným postižením
Služba je určena uživatelům s mentálním postižením v kombinaci s tělesným či smyslovým postižením. Zařízení není bezbariérové.
osoby s mentálním postižením",Služba je poskytována od 15 let věku. Objekt není bezbariérový.,počet klientů - 4,"pondělí:
7:00 - 16:30
úterý:
7:00 - 16:30
středa:
7:00 - 16:30
čtvrtek:
7:00 - 16:30
pátek:
7:00 - 16:00
sobota:
neděle:","['415710475', '415710489', 'zatec.lorm@tiscali.cz']"
denní stacionáře,Denní stacionáře (6085733),"Klíč - centrum sociálních služeb, příspěvková organizace","Dolní hejčínská 50/28, Hejčín, 779 00 Olomouc 9",70890595,"Klíč - centrum sociálních služeb, denní stacionář Slunovrat",Mgr. Radka Vysloužilová,"Dolní hejčínská 50/28, Hejčín, 779 00 Olomouc 9",1.1.2007,ambulantní,"osoby s mentálním postižením
Okruh osob, kterým je služba určena: osoby ve věku od 7 do 64 let, jejichž situace vyžaduje pravidelnou pomoc jiné fyzické osoby, které mají sníženou soběstačnost z důvodu mentálního postižení středního až hlubokého stupně, popř. kombinovaného s tělesným, smyslovým postižením či s poruchou autistického spektra. Služba není určena pro osoby s mentálním postižením: - kombinovaným se smyslovým postižením, které vyžaduje specializovanou péči v důsledku výrazného snížení sluchových a zrakových schopností, - s projevy autoagrese, kterým není možné zamezit ochrannými opatřeními, popř. agrese, které není možné ovlivnit zákonem stanovenými opatřeními omezujícími pohyb osob, - které nejsou schopny pobytu v zařízení z důvodu infekční nemoci.","mladší děti (7 –10 let)
starší děti (11 – 15 let)
dorost (16 – 18 let)
mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)",počet klientů - 9,"pondělí:
6:30 - 17:00
úterý:
6:30 - 17:00
středa:
6:30 - 17:00
čtvrtek:
6:30 - 17:00
pátek:
6:30 - 17:00
sobota:
neděle:","['585 434 721', 'petr.matuska@klic-css.cz', 'radka.vyslouzilova@klic-css.cz', 'www.klic-css.cz']"
denní stacionáře,Denní stacionáře (7233713),"Klíč - centrum sociálních služeb, příspěvková organizace","Dolní hejčínská 50/28, Hejčín, 779 00 Olomouc 9",70890595,"Klíč - centrum sociálních služeb, denní stacionář Domino",Mgr. Ivana Bazínková,"Selské nám. 48/69, Chválkovice, 779 00 Olomouc 9",1.1.2007,ambulantní,"osoby s mentálním postižením
Okruh osob, kterým je služba určena: osoby ve věku od 18 let (bez omezení horní věkové hranice), jejichž situace vyžaduje pravidelnou pomoc jiné fyzické osoby, neboť mají sníženou soběstačnost z důvodu: • středního mentálního postižení, popř. kombinovaného s tělesným, smyslovým postižením či stabilizovaným duševním onemocněním, • lehkého mentálního postižení, popř. kombinovaného s tělesným, smyslovým postižením či stabilizovaným duševním onemocněním, které navíc vzhledem ke specifikům svého postižení: - neměly možnost osvojit si v důsledku dosavadního způsobu života schopnosti potřebné k uplatnění na trhu práce a vyžadují podporu při získávání dovedností a znalostí pro pracovní či jiné uplatnění, nebo - jsou bez podpory sociální služby ohroženy vyloučením ze společnosti (nemohou využívat běžných aktivit v komunitě, potřebují podporu druhé osoby při navazování kontaktů s lidmi, naplňování základních potřeb, rozvržení a plánování dne). Služba není určena pro osoby s mentálním postižením: - kombinovaným s tělesným postižením, které omezuje jejich bezpečný samostatný pohyb (vzhledem k tomu, že budova není bezbariérová, musí se osoby pohybovat samy, případně s takovou kompenzační pomůckou, která jim umožní překonávání bariér, např. schodů, prahů), - kombinovaným se smyslovým postižením, které vyžaduje specializovanou péči v důsledku výrazného snížení sluchových a zrakových schopností, - které nejsou schopny pobytu v zařízení z důvodu infekční nemoci, - s projevy autoagrese, kterým není možné zamezit ochrannými opatřeními, popř. agrese, které není možné ovlivnit zákonem stanovenými opatřeními omezujícími pohyb osob.",mladí dospělí (18 - 26 let) dospělí (27 - 64 let) mladší senioři (65 - 80 let) starší senioři (nad 80 let),počet klientů - 18,"pondělí:
7:00 - 15:30
úterý:
7:00 - 15:30
středa:
7:00 - 15:30
čtvrtek:
7:00 - 15:30
pátek:
7:00 - 15:30
sobota:
neděle:","['585 313 812', 'ivana.bazinkova@klic-css.cz', 'www.klic-css.cz']"
denní stacionáře,Denní stacionáře (1235061),Ledax Vita z.ú.,"Komenského 199, Pražské Předměstí, 566 01 Vysoké Mýto",3635759,Ledax Vita z.ú.,Ing. Irena Lavická,"Komenského 199, Pražské Předměstí, 566 01 Vysoké Mýto",1.1.2018,ambulantní,"senioři
Osoby straší 55 let,kteří se z důvodu věku a zdravotního stavu nachází v nepříznivé sociální situaci,nemohou se sami o sebe postarat ani za pomoci rodiny.",Služba je určena pro osoby starší 55 let.,"počet klientů - 6
Kapacita služby je 6 klientů/den.","pondělí:
8:00 - 12:00 - *Dostupnost služby v jiném čase dle domluvy s klientem.
úterý:
8:00 - 16:00 - *Dostupnost služby v jiném čase dle domluvy s klientem.
středa:
8:00 - 16:00 - *Dostupnost služby v jiném čase dle domluvy s klientem.
čtvrtek:
8:00 - 16:00 - *Dostupnost služby v jiném čase dle domluvy s klientem.
pátek:
8:00 - 12:00 - *Dostupnost služby v jiném čase dle domluvy s klientem.
sobota:
neděle:","['724 009 603', 'socialni.pracovnik@dsvysokemyto.cz', 'irena.lavicka@ledax.cz', 'www.ledaxsluzby.cz']"
denní stacionáře,Denní stacionáře (4916523),"Letohrádek Vendula, z.s.","K Letohrádku 102, Horní Bezděkov, 273 51 Unhošť",45248443,Letohrádek Vendula,Bc. Vladislav Hejcman,"K Letohrádku 102, Horní Bezděkov, 273 51 Unhošť",2.9.1996,ambulantní,"osoby s chronickým duševním onemocněním
osoby s kombinovaným postižením
osoby s mentálním postižením
osoby s tělesným postižením
osoby se zdravotním postižením","dorost (16 – 18 let)
mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)",počet klientů - 70,"pondělí:
6:30 - 16:00
úterý:
6:30 - 16:00
středa:
6:30 - 16:00
čtvrtek:
6:30 - 16:00
pátek:
6:30 - 16:00
sobota:
neděle:","['312 697 206', 'objednavky@letohradekvendula.cz', 'info@letohradekvendula.cz', 'letohradek@letohradekvendula.cz', 'http://letohradekvendula.cz']"
denní stacionáře,Denní stacionáře (4198127),"Letokruhy, o. p. s.","Tyršova 1271, Vsetín, 755 01 Vsetín 1",26870011,"Letokruhy, o. p. s. - denní stacionář",Mgr. Eva Keclíková,"Valašská Polanka 378, 756 11 Valašská Polanka",1.2.2012,ambulantní,"osoby se zdravotním postižením
senioři","mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)","počet klientů - 7
7 klientů/den","pondělí:
7:00 - 15:30
úterý:
7:00 - 15:30
středa:
7:00 - 15:30
čtvrtek:
7:00 - 15:30
pátek:
7:00 - 15:30
sobota:
neděle:","['777 565 030', '571 999 222', 'eva.keclikova@letokruhy-vs.cz', 'www.letokruhy-vs.cz']"
denní stacionáře,Denní stacionáře (3876896),Linie radosti z.s.,"Jamnická 505, Staré Město, 738 01 Frýdek-Místek 1",22893130,Linie radosti z. s.,Jaroslava Lukšová,"Palackého 122, Místek, 738 01 Frýdek-Místek 1",3.10.2012,ambulantní,"osoby s kombinovaným postižením
osoby s mentálním postižením","dorost 16-18 let, dospělí 19-64 let, senioři 65-70 let",počet klientů - 10,"pondělí:
7:30 - 15:30
úterý:
7:30 - 15:30
středa:
7:30 - 15:30
čtvrtek:
7:30 - 15:30
pátek:
7:30 - 15:30
sobota:
neděle:","['602 602 166', 'linieradosti@seznam.cz', 'www.linieradosti.cz']"
denní stacionáře,Denní stacionáře (3361845),"LIPKA, z.s.","Tetín 1506/1, Prostějov, 796 01 Prostějov 1",44053991,Centrum denních služeb OS LIPKA,Mgr. Renata Čekalová,"Tetín 1506/1, Prostějov, 796 01 Prostějov 1",1.1.2007,ambulantní,"osoby s kombinovaným postižením
osoby s mentálním postižením
osoby s tělesným postižením",- děti předškolního věku (4 - 7 let) - mladší děti (7 - 10 let) - starší děti (11 - 15 let) - dorost (16 - 18 let) - mladí dospělí (19 - 26 let) - dospělí (27 - 50 let),počet klientů - 90,"pondělí:
6:00 - 16:00
úterý:
6:00 - 16:00
středa:
6:00 - 16:00
čtvrtek:
6:00 - 16:00
pátek:
6:00 - 16:00
sobota:
neděle:","['582360295', '582360295', 'oslipka@oslipka.cz', 'www.oslipka.cz']"
denní stacionáře,Denní stacionáře (5861633),"Mateřská škola a Základní škola Sluníčko Turnov, příspěvková organizace","Kosmonautů 1641, Turnov, 511 01 Turnov 1",71173854,"Mateřská škola a Základní škola Sluníčko Turnov, příspěvková organizace",Mgr. Dagmar Rakoušová,"Kosmonautů 1641, Turnov, 511 01 Turnov 1",1.9.2017,ambulantní,"osoby s kombinovaným postižením
Klienti ve věku od 2 do 26 let s kombinací postižení a autismem.
osoby s mentálním postižením","- děti předškolního věku (1 - 6 let) , mladší děti (7 –10 let), starší děti (11 – 15 let), dorost (16 – 18 let), mladí dospělí (19 – 26 let). Služba je poskytována klientům od 2 let věku.","počet klientů - 10
Maximální okamžitá kapacita.","pondělí:
7:00 - 8:00, 12:00 - 16:00
úterý:
7:00 - 8:00, 12:00 - 16:00
středa:
7:00 - 8:00, 12:00 - 16:00
čtvrtek:
7:00 - 8:00, 12:00 - 16:00
pátek:
7:00 - 8:00, 12:00 - 16:00
sobota:
neděle:","['481322602', 'slunicko.turnov@centrum.cz', 'www.slunickoturnov.cz']"
denní stacionáře,Denní stacionáře (4498267),"MELA, o.p.s.","Nová 106, 281 25 Konárovice",28376196,Denní stacionář MELA v Sedlčanech a v Kolíně,"Zdeňka Chlastáková, DiS.","Zahradní 1242, 264 01 Sedlčany",10.9.2013,ambulantní,"osoby s chronickým duševním onemocněním
osoby s kombinovaným postižením
osoby s mentálním postižením
osoby se sluchovým postižením
osoby se zdravotním postižením",- od 8 - 64 let,počet klientů - 20,"pondělí:
8:00 - 15:30
úterý:
8:00 - 15:30
středa:
8:00 - 15:30
čtvrtek:
8:00 - 15:30
pátek:
8:00 - 14:30
sobota:
neděle:","['734 454 115', 'chlastakova@melaops.cz', 'www.melaops.cz']"
denní stacionáře,Denní stacionáře (5291917),Město Ivančice,"Palackého náměstí 196/6, 664 91 Ivančice",281859,Pečovatelská služba Ivančice - denní stacionář,Bc. Šárka Štěrbová,"Na úvoze 1425/5, 664 91 Ivančice",1.11.2008,ambulantní,"osoby s chronickým onemocněním
osoby s jiným zdravotním postižením
osoby s tělesným postižením
osoby se zdravotním postižením
senioři","dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)",počet klientů - 6,"pondělí:
7:00 - 15:00
úterý:
7:00 - 15:00
středa:
7:00 - 15:00
čtvrtek:
7:00 - 15:00
pátek:
7:00 - 15:00
sobota:
neděle:","['546123402', 'psivancice@seznam.cz']"
denní stacionáře,Denní stacionáře (9167508),Město Nový Jičín,"Masarykovo nám. 1/1, Nový Jičín, 741 01 Nový Jičín 1",298212,Denní stacionář,Mgr. Alice Hynčicová,"Pod Lipami 2006/19, Nový Jičín, 741 01 Nový Jičín 1",1.1.2002,ambulantní,senioři,"mladší senioři (65 – 80 let)
starší senioři (nad 80 let)",počet klientů - 10,"pondělí:
6:30 - 16:00
úterý:
6:30 - 16:00
středa:
6:30 - 16:00
čtvrtek:
6:30 - 16:00
pátek:
6:30 - 16:00
sobota:
neděle:","['556 778 363', 'Ps.novyjicin@novyjicin-town.cz', 'www.psnj.cz']"
denní stacionáře,Denní stacionáře (8720311),Město Sezimovo Ústí,"Dr. E. Beneše 21/6, Sezimovo Ústí, 391 01 Sezimovo Ústí 1",252859,Denní stacionář Sezimovo Ústí,Mgr. Michaela Mrázková,"K Hájence 1500, Sezimovo Ústí, 391 02 Sezimovo Ústí 2",1.5.2019,ambulantní,"osoby s chronickým onemocněním
osoby s tělesným postižením
osoby se sluchovým postižením
osoby se zdravotním postižením
osoby se zrakovým postižením
senioři","mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)","počet klientů - 10
okamžitá kapacita","pondělí:
6:30 - 15:00
úterý:
6:30 - 15:00
středa:
6:30 - 15:00
čtvrtek:
6:30 - 15:00
pátek:
6:30 - 15:00
sobota:
neděle:","['605 359 317', 'stacionar@sezimovo-usti.cz', 'www.sezimovo-usti.cz']"
denní stacionáře,Denní stacionáře (8322579),Město Štětí,"Mírové nám. 163, 411 08 Štětí",264466,Dům s chráněnými byty,Mgr. Pavla Lípová,"U cementárny 452, 411 08 Štětí",1.7.2009,ambulantní,"osoby se zdravotním postižením
senioři","mladí dospělí (19 – 26 let)
dospělí (27 – 64 let)
mladší senioři (65 – 80 let)
starší senioři (nad 80 let)",počet klientů - 6,"pondělí:
7:00 - 16:00
úterý:
7:00 - 16:00
středa:
7:00 - 16:00
čtvrtek:
7:00 - 16:00
pátek:
7:00 - 16:00
sobota:
neděle:","['416813700', '416812356', 'mesto@steti.cz', 'http://www.steti.cz']"
